issue,draw_date,sales_amount,one,two,three
2009093,2009-04-10,0,8,8,0
2009092,2009-04-09,0,9,2,0
2009091,2009-04-08,0,6,1,2
2009090,2009-04-07,0,2,1,4
2009089,2009-04-06,0,7,8,4
2009088,2009-04-05,0,8,0,9
2009087,2009-04-04,0,5,0,0
2009086,2009-04-03,0,8,0,6
2009085,2009-04-02,0,1,9,8
2009084,2009-04-01,0,5,7,8
2009083,2009-03-31,0,5,0,9
2009082,2009-03-30,0,0,3,8
2009081,2009-03-29,0,2,8,3
2009080,2009-03-28,0,7,9,9
2009079,2009-03-27,0,3,2,8
2009078,2009-03-26,0,4,9,3
2009077,2009-03-25,0,8,5,6
2009076,2009-03-24,0,3,7,6
2009075,2009-03-23,0,5,2,8
2009074,2009-03-22,0,1,6,1
2009073,2009-03-21,0,5,4,7
2009072,2009-03-20,0,4,7,9
2009071,2009-03-19,0,5,0,2
2009070,2009-03-18,0,8,4,3
2009069,2009-03-17,0,3,2,0
2009068,2009-03-16,0,4,1,5
2009067,2009-03-15,0,6,9,0
2009066,2009-03-14,0,4,7,1
2009065,2009-03-13,0,4,5,5
2009064,2009-03-13,0,4,6,6
2009063,2009-03-11,0,1,5,9
2009062,2009-03-10,0,6,7,5
2009061,2009-03-09,0,8,0,4
2009060,2009-03-08,0,4,1,1
2009059,2009-03-07,0,2,1,0
2009058,2009-03-06,0,4,3,7
2009057,2009-03-05,0,3,8,1
2009056,2009-03-04,0,7,9,7
2009055,2009-03-03,0,0,4,5
2009054,2009-03-02,0,5,4,9
2009053,2009-03-01,0,6,2,2
2009052,2009-02-28,0,9,2,6
2009051,2009-02-27,0,1,0,8
2009050,2009-02-26,0,6,9,8
2009049,2009-02-25,0,3,7,3
2009048,2009-02-24,0,1,3,6
2009047,2009-02-23,0,7,1,3
2009046,2009-02-22,0,8,0,2
2009045,2009-02-21,0,7,7,4
2009044,2009-02-20,0,7,3,3
2009043,2009-02-19,0,6,2,6
2009042,2009-02-18,0,3,1,3
2009041,2009-02-17,0,6,7,9
2009040,2009-02-16,0,7,3,6
2009039,2009-02-15,0,8,4,5
2009038,2009-02-14,0,6,3,5
2009037,2009-02-13,0,9,0,4
2009036,2009-02-12,0,0,3,2
2009035,2009-02-11,0,8,1,4
2009034,2009-02-10,0,2,3,5
2009033,2009-02-09,0,4,7,2
2009032,2009-02-08,0,9,8,1
2009031,2009-02-07,0,5,4,3
2009030,2009-02-06,0,1,0,3
2009029,2009-02-05,0,4,7,0
2009028,2009-02-04,0,3,3,5
2009027,2009-02-03,0,5,8,5
2009026,2009-02-02,0,6,6,9
2009025,2009-02-01,0,2,7,8
2009024,2009-01-24,0,5,1,8
2009023,2009-01-23,0,6,6,2
2009022,2009-01-22,0,9,1,4
2009021,2009-01-21,0,7,0,0
2009020,2009-01-20,0,4,6,1
2009019,2009-01-19,0,8,3,0
2009018,2009-01-18,0,8,8,6
2009017,2009-01-17,0,3,5,5
2009016,2009-01-16,0,9,7,7
2009015,2009-01-15,0,2,7,1
2009014,2009-01-14,0,2,9,9
2009013,2009-01-13,0,5,5,1
2009012,2009-01-12,0,9,6,1
2009011,2009-01-11,0,6,5,6
2009010,2009-01-10,0,8,6,2
2009009,2009-01-09,0,6,6,9
2009008,2009-01-08,0,2,4,3
2009007,2009-01-07,0,3,4,1
2009006,2009-01-06,0,6,5,9
2009005,2009-01-05,0,5,2,1
2009004,2009-01-04,0,5,0,2
2009003,2009-01-03,0,4,8,8
2009002,2009-01-02,0,6,1,4
2009001,2009-01-01,0,3,2,5
2010358,2010-12-31,0,3,1,1
2010357,2010-12-30,0,1,7,1
2010356,2010-12-29,0,8,6,8
2010355,2010-12-28,0,5,4,5
2010354,2010-12-27,0,1,6,7
2010353,2010-12-26,0,1,6,9
2010352,2010-12-25,0,1,1,2
2010351,2010-12-24,0,5,7,2
2010350,2010-12-23,0,8,9,0
2010349,2010-12-22,0,6,7,0
2010348,2010-12-21,0,4,8,4
2010347,2010-12-20,0,3,2,2
2010346,2010-12-19,0,3,8,3
2010345,2010-12-18,0,7,4,1
2010344,2010-12-17,0,3,3,2
2010343,2010-12-16,0,1,6,8
2010342,2010-12-15,0,3,7,6
2010341,2010-12-14,0,9,4,3
2010340,2010-12-13,0,0,9,4
2010339,2010-12-12,0,5,9,9
2010338,2010-12-11,0,7,5,4
2010337,2010-12-10,0,8,9,5
2010336,2010-12-09,0,8,7,8
2010335,2010-12-08,0,6,5,5
2010334,2010-12-07,0,3,5,4
2010333,2010-12-06,0,8,6,7
2010332,2010-12-05,0,4,2,4
2010331,2010-12-04,0,4,4,3
2010330,2010-12-03,0,6,8,1
2010329,2010-12-02,0,3,6,6
2010328,2010-12-01,0,8,5,3
2010327,2010-11-30,0,3,7,6
2010326,2010-11-29,0,1,5,9
2010325,2010-11-28,0,8,4,6
2010324,2010-11-27,0,1,2,7
2010323,2010-11-26,0,4,7,4
2010322,2010-11-25,0,8,4,0
2010321,2010-11-24,0,0,2,7
2010320,2010-11-23,0,2,8,3
2010319,2010-11-22,0,7,3,3
2010318,2010-11-21,0,4,5,4
2010317,2010-11-20,0,1,8,2
2010316,2010-11-19,0,3,2,9
2010315,2010-11-18,0,0,5,5
2010314,2010-11-17,0,6,7,5
2010313,2010-11-16,0,8,7,8
2010312,2010-11-15,0,1,3,8
2010311,2010-11-14,0,5,9,8
2010310,2010-11-13,0,3,8,7
2010309,2010-11-12,0,0,2,6
2010308,2010-11-11,0,2,3,2
2010307,2010-11-10,0,2,1,9
2010306,2010-11-09,0,4,0,5
2010305,2010-11-08,0,9,3,7
2010304,2010-11-07,0,3,3,2
2010303,2010-11-06,0,0,7,0
2010302,2010-11-05,0,0,9,1
2010301,2010-11-04,0,3,5,6
2010300,2010-11-03,0,5,9,6
2010299,2010-11-02,0,2,2,5
2010298,2010-11-01,0,7,8,6
2010297,2010-10-31,0,5,2,0
2010296,2010-10-30,0,4,4,8
2010295,2010-10-29,0,2,3,8
2010294,2010-10-28,0,0,4,0
2010293,2010-10-27,0,1,2,9
2010292,2010-10-26,0,1,2,2
2010291,2010-10-25,0,1,5,0
2010290,2010-10-24,0,3,9,9
2010289,2010-10-23,0,1,3,4
2010288,2010-10-22,0,4,6,0
2010287,2010-10-21,0,1,6,7
2010286,2010-10-20,0,9,6,0
2010285,2010-10-19,0,7,4,7
2010284,2010-10-18,0,2,1,0
2010283,2010-10-17,0,0,4,7
2010282,2010-10-16,0,5,3,8
2010281,2010-10-15,0,2,7,3
2010280,2010-10-14,0,1,5,2
2010279,2010-10-13,0,6,8,5
2010278,2010-10-12,0,1,8,8
2010277,2010-10-11,0,6,2,3
2010276,2010-10-10,0,2,8,0
2010275,2010-10-09,0,6,8,0
2010274,2010-10-08,0,4,1,1
2010273,2010-10-07,0,7,7,2
2010272,2010-10-06,0,6,7,0
2010271,2010-10-05,0,5,2,1
2010270,2010-10-04,0,1,1,7
2010269,2010-10-03,0,1,6,3
2010268,2010-10-02,0,5,9,3
2010267,2010-10-01,0,7,0,3
2010266,2010-09-30,0,2,3,5
2010265,2010-09-29,0,8,4,6
2010264,2010-09-28,0,4,4,5
2010263,2010-09-27,0,4,2,5
2010262,2010-09-26,0,1,8,5
2010261,2010-09-25,0,3,3,3
2010260,2010-09-24,0,8,8,1
2010259,2010-09-23,0,2,4,3
2010258,2010-09-22,0,9,5,8
2010257,2010-09-21,0,9,6,9
2010256,2010-09-20,0,1,7,9
2010255,2010-09-19,0,9,7,1
2010254,2010-09-18,0,3,5,8
2010253,2010-09-17,0,6,7,5
2010252,2010-09-16,0,2,9,9
2010251,2010-09-15,0,6,9,8
2010250,2010-09-14,0,0,8,2
2010249,2010-09-13,0,6,9,5
2010248,2010-09-12,0,2,0,4
2010247,2010-09-11,0,8,8,5
2010246,2010-09-10,0,5,3,0
2010245,2010-09-09,0,4,8,4
2010244,2010-09-08,0,4,8,2
2010243,2010-09-07,0,4,8,8
2010242,2010-09-06,0,0,9,5
2010241,2010-09-05,0,2,5,1
2010240,2010-09-04,0,3,3,1
2010239,2010-09-03,0,4,1,4
2010238,2010-09-02,0,6,8,7
2010237,2010-09-01,0,9,0,3
2010236,2010-08-31,0,1,7,3
2010235,2010-08-30,0,3,0,0
2010234,2010-08-29,0,3,7,9
2010233,2010-08-28,0,5,3,4
2010232,2010-08-27,0,1,9,5
2010231,2010-08-26,0,0,6,6
2010230,2010-08-25,0,8,5,4
2010229,2010-08-24,0,6,7,6
2010228,2010-08-23,0,9,4,7
2010227,2010-08-22,0,2,3,9
2010226,2010-08-21,0,5,0,4
2010225,2010-08-20,0,9,9,7
2010224,2010-08-19,0,6,7,4
2010223,2010-08-18,0,5,7,4
2010222,2010-08-17,0,1,4,0
2010221,2010-08-16,0,6,8,3
2010220,2010-08-15,0,2,9,5
2010219,2010-08-14,0,6,8,5
2010218,2010-08-13,0,2,4,5
2010217,2010-08-12,0,8,9,3
2010216,2010-08-11,0,8,2,4
2010215,2010-08-10,0,6,6,7
2010214,2010-08-09,0,1,2,4
2010213,2010-08-08,0,3,9,1
2010212,2010-08-07,0,7,8,5
2010211,2010-08-06,0,9,3,2
2010210,2010-08-05,0,8,0,9
2010209,2010-08-04,0,0,8,1
2010208,2010-08-03,0,4,6,7
2010207,2010-08-02,0,8,2,8
2010206,2010-08-01,0,3,5,3
2010205,2010-07-31,0,0,4,7
2010204,2010-07-30,0,0,3,6
2010203,2010-07-29,0,1,0,6
2010202,2010-07-28,0,0,5,3
2010201,2010-07-27,0,1,8,0
2010200,2010-07-26,0,2,0,6
2010199,2010-07-25,0,9,8,8
2010198,2010-07-24,0,4,6,6
2010197,2010-07-23,0,7,7,8
2010196,2010-07-22,0,0,5,2
2010195,2010-07-21,0,8,0,4
2010194,2010-07-20,0,1,4,8
2010193,2010-07-19,0,1,1,1
2010192,2010-07-18,0,6,1,3
2010191,2010-07-17,0,3,5,3
2010190,2010-07-16,0,7,5,7
2010189,2010-07-15,0,9,1,8
2010188,2010-07-14,0,6,8,1
2010187,2010-07-13,0,4,1,5
2010186,2010-07-12,0,2,8,4
2010185,2010-07-11,0,1,3,5
2010184,2010-07-10,0,8,2,0
2010183,2010-07-09,0,3,3,7
2010182,2010-07-08,0,9,4,7
2010181,2010-07-07,0,8,0,6
2010180,2010-07-06,0,0,8,8
2010179,2010-07-05,0,5,1,9
2010178,2010-07-04,0,3,5,6
2010177,2010-07-03,0,1,9,4
2010176,2010-07-02,0,7,7,0
2010175,2010-07-01,0,5,6,9
2010174,2010-06-30,0,8,4,1
2010173,2010-06-29,0,4,0,6
2010172,2010-06-28,0,2,3,9
2010171,2010-06-27,0,8,0,8
2010170,2010-06-26,0,7,3,9
2010169,2010-06-25,0,8,4,4
2010168,2010-06-24,0,6,7,7
2010167,2010-06-23,0,0,9,4
2010166,2010-06-22,0,7,8,6
2010165,2010-06-21,0,8,4,2
2010164,2010-06-20,0,6,8,4
2010163,2010-06-19,0,1,3,4
2010162,2010-06-18,0,0,1,3
2010161,2010-06-17,0,6,3,7
2010160,2010-06-16,0,8,7,8
2010159,2010-06-15,0,6,4,4
2010158,2010-06-14,0,4,8,0
2010157,2010-06-13,0,7,0,8
2010156,2010-06-12,0,1,3,8
2010155,2010-06-11,0,3,3,1
2010154,2010-06-10,0,0,6,9
2010153,2010-06-09,0,0,0,6
2010152,2010-06-08,0,9,9,7
2010151,2010-06-07,"23,096,954",3,0,9
2010150,2010-06-06,"24,122,762",1,0,1
2010149,2010-06-05,"23,913,792",9,6,4
2010148,2010-06-04,"23,530,642",2,7,8
2010147,2010-06-03,"25,024,588",0,0,6
2010146,2010-06-02,"24,457,766",8,1,4
2010145,2010-06-01,"22,705,466",9,3,4
2010144,2010-05-31,"24,682,930",8,6,6
2010143,2010-05-30,"23,267,430",3,7,0
2010142,2010-05-29,"23,348,286",2,6,1
2010141,2010-05-28,"24,336,380",8,3,1
2010140,2010-05-27,"23,172,758",6,3,4
2010139,2010-05-26,"22,712,358",0,4,5
2010138,2010-05-25,"22,282,598",7,2,8
2010137,2010-05-24,"22,833,206",7,7,6
2010136,2010-05-23,"21,937,484",9,2,6
2010135,2010-05-22,"22,220,738",4,0,9
2010134,2010-05-21,"23,041,508",3,5,8
2010133,2010-05-20,"22,428,076",3,4,3
2010132,2010-05-19,"22,353,620",5,4,5
2010131,2010-05-18,"22,687,740",3,3,6
2010130,2010-05-17,"21,721,244",3,9,5
2010129,2010-05-16,"23,070,696",1,0,1
2010128,2010-05-15,"22,425,928",9,1,3
2010127,2010-05-14,"23,528,360",2,7,7
2010126,2010-05-13,"23,298,680",4,8,3
2010125,2010-05-12,"23,686,308",4,8,8
2010124,2010-05-11,"23,412,798",4,7,3
2010123,2010-05-10,"23,017,554",2,6,1
2010122,2010-05-09,"22,184,990",8,3,2
2010121,2010-05-08,"22,550,224",8,2,9
2010120,2010-05-07,"23,532,856",2,1,9
2010119,2010-05-06,"23,661,858",3,3,2
2010118,2010-05-05,"23,214,590",9,6,8
2010117,2010-05-04,"22,966,398",5,6,5
2010116,2010-05-03,"21,441,054",5,0,3
2010115,2010-05-02,"21,037,876",2,2,1
2010114,2010-05-01,"20,318,956",1,3,0
2010113,2010-04-30,"23,286,024",3,4,2
2010112,2010-04-29,"24,965,004",3,7,7
2010111,2010-04-28,"25,028,040",8,7,1
2010110,2010-04-27,"23,715,476",8,1,3
2010109,2010-04-26,"24,243,848",7,7,6
2010108,2010-04-25,"24,307,056",1,3,0
2010107,2010-04-24,"23,167,646",0,5,3
2010106,2010-04-23,"24,278,750",6,9,7
2010105,2010-04-22,"23,680,460",2,8,4
2010104,2010-04-21,"23,814,012",2,4,4
2010103,2010-04-20,"21,837,584",8,1,2
2010102,2010-04-19,"26,277,070",8,8,8
2010101,2010-04-18,"26,698,286",1,4,3
2010100,2010-04-17,"26,893,502",7,1,8
2010099,2010-04-16,"27,246,404",1,6,8
2010098,2010-04-15,"27,800,254",9,3,6
2010097,2010-04-14,"25,952,534",1,4,6
2010096,2010-04-13,"25,739,444",0,5,9
2010095,2010-04-12,"25,674,050",4,7,0
2010094,2010-04-11,"23,872,622",9,5,8
2010093,2010-04-10,"22,696,822",9,7,4
2010092,2010-04-09,"24,053,468",3,0,5
2010091,2010-04-08,"25,376,644",0,7,0
2010090,2010-04-07,"24,199,628",5,9,0
2010089,2010-04-06,"23,990,872",2,4,1
2010088,2010-04-05,"22,763,360",6,0,8
2010087,2010-04-04,"22,402,532",8,1,4
2010086,2010-04-03,"21,941,712",9,6,8
2010085,2010-04-02,"22,893,840",2,9,6
2010084,2010-04-01,"23,704,206",9,2,2
2010083,2010-03-31,"24,649,454",4,6,8
2010082,2010-03-30,"24,674,870",5,0,8
2010081,2010-03-29,"23,573,004",5,9,8
2010080,2010-03-28,"22,037,208",2,6,4
2010079,2010-03-27,"21,781,818",9,5,7
2010078,2010-03-26,"24,443,326",0,4,9
2010077,2010-03-25,"24,333,256",9,9,2
2010076,2010-03-24,"23,958,546",2,7,1
2010075,2010-03-23,"23,219,324",8,5,4
2010074,2010-03-22,"21,604,638",3,4,9
2010073,2010-03-21,"22,497,096",5,5,5
2010072,2010-03-20,"22,821,406",9,7,0
2010071,2010-03-19,"23,205,664",5,7,8
2010070,2010-03-18,"23,697,774",6,6,9
2010069,2010-03-17,"22,648,752",8,5,1
2010068,2010-03-16,"22,407,352",5,9,7
2010067,2010-03-15,"22,941,656",5,8,8
2010066,2010-03-14,"22,065,936",3,6,0
2010065,2010-03-13,"22,187,590",2,0,8
2010064,2010-03-12,"22,822,578",2,6,8
2010063,2010-03-11,"22,823,970",8,4,4
2010062,2010-03-10,"21,948,302",1,4,6
2010061,2010-03-09,"21,940,530",6,0,9
2010060,2010-03-08,"21,392,538",5,7,0
2010059,2010-03-07,"20,329,186",6,2,7
2010058,2010-03-06,"21,784,330",4,1,1
2010057,2010-03-05,"23,242,574",3,7,4
2010056,2010-03-04,"22,195,738",5,3,4
2010055,2010-03-03,"21,471,002",2,3,0
2010054,2010-03-02,"21,085,620",7,9,6
2010053,2010-03-01,"20,038,970",5,4,8
2010052,2010-02-28,"18,557,510",2,0,4
2010051,2010-02-27,"20,250,716",7,3,4
2010050,2010-02-26,"20,900,686",7,3,5
2010049,2010-02-25,"19,295,314",2,5,9
2010048,2010-02-24,"19,476,904",1,2,1
2010047,2010-02-23,"20,349,190",4,0,0
2010046,2010-02-22,"19,328,784",9,6,1
2010045,2010-02-21,"17,610,274",3,6,8
2010044,2010-02-20,"16,000,244",4,1,5
2010043,2010-02-12,"18,703,956",4,0,8
2010042,2010-02-11,"20,719,288",6,0,1
2010041,2010-02-10,"21,808,444",2,3,6
2010040,2010-02-09,"21,722,812",4,0,1
2010039,2010-02-08,"23,325,530",5,1,1
2010038,2010-02-07,"21,639,410",5,9,6
2010037,2010-02-06,"23,218,792",7,7,8
2010036,2010-02-05,"24,625,830",5,6,8
2010035,2010-02-04,"23,881,356",3,4,9
2010034,2010-02-03,"23,009,050",5,6,9
2010033,2010-02-02,"23,312,786",6,6,8
2010032,2010-02-01,"23,998,026",0,9,3
2010031,2010-01-31,"23,864,338",0,1,5
2010030,2010-01-30,"24,807,744",8,0,2
2010029,2010-01-29,"25,876,156",5,5,0
2010028,2010-01-28,"24,476,664",8,9,4
2010027,2010-01-27,"25,570,734",5,0,0
2010026,2010-01-26,"25,254,266",6,8,5
2010025,2010-01-25,"25,739,896",7,4,6
2010024,2010-01-24,"24,910,328",8,3,7
2010023,2010-01-23,"23,644,774",4,5,1
2010022,2010-01-22,"25,611,486",5,7,0
2010021,2010-01-21,"25,466,064",0,8,4
2010020,2010-01-20,"26,300,218",1,7,0
2010019,2010-01-19,"26,293,224",1,8,4
2010018,2010-01-18,"26,188,040",4,3,6
2010017,2010-01-17,"25,370,020",3,8,3
2010016,2010-01-16,"24,604,724",1,0,8
2010015,2010-01-15,"26,043,350",9,5,6
2010014,2010-01-14,"26,198,888",3,9,4
2010013,2010-01-13,"24,709,138",9,3,7
2010012,2010-01-12,"24,682,926",0,8,0
2010011,2010-01-11,"24,717,890",4,2,0
2010010,2010-01-10,"24,770,598",9,2,9
2010009,2010-01-09,"25,185,808",0,3,7
2010008,2010-01-08,"27,651,292",6,4,5
2010007,2010-01-07,"26,569,752",4,2,5
2010006,2010-01-06,"26,350,830",5,2,7
2010005,2010-01-05,"24,958,522",3,8,7
2010004,2010-01-04,"25,196,378",2,3,2
2010003,2010-01-03,"24,609,692",9,1,5
2010002,2010-01-02,"23,908,896",9,8,1
2010001,2010-01-01,"24,081,254",3,2,7
2011358,2011-12-31,"22,406,996",7,2,5
2011357,2011-12-30,"24,052,352",2,3,9
2011356,2011-12-29,"22,949,112",4,7,0
2011355,2011-12-28,"22,305,724",5,1,8
2011354,2011-12-27,"22,451,812",3,0,1
2011353,2011-12-26,"21,485,580",0,6,8
2011352,2011-12-25,"20,142,232",1,4,2
2011351,2011-12-24,"20,215,454",3,0,0
2011350,2011-12-23,"19,569,926",9,2,7
2011349,2011-12-22,"21,094,574",0,0,0
2011348,2011-12-21,"21,987,590",2,2,7
2011347,2011-12-20,"21,892,228",2,9,0
2011346,2011-12-19,"23,385,982",4,9,4
2011345,2011-12-18,"22,570,236",2,9,6
2011344,2011-12-17,"22,397,890",3,6,0
2011343,2011-12-16,"22,574,838",9,6,1
2011342,2011-12-15,"22,927,426",2,0,4
2011341,2011-12-14,"23,854,336",8,7,4
2011340,2011-12-13,"23,031,140",9,7,3
2011339,2011-12-12,"21,552,854",5,1,4
2011338,2011-12-11,"22,570,908",8,8,8
2011337,2011-12-10,"21,942,138",3,8,7
2011336,2011-12-09,"24,104,726",7,4,7
2011335,2011-12-08,"23,037,422",4,3,6
2011334,2011-12-07,"22,652,180",8,0,3
2011333,2011-12-06,"21,082,784",3,5,2
2011332,2011-12-05,"21,740,500",8,9,7
2011331,2011-12-04,"19,275,298",9,4,3
2011330,2011-12-03,"22,308,324",8,8,8
2011329,2011-12-02,"22,301,090",6,4,8
2011328,2011-12-01,"24,280,522",8,1,1
2011327,2011-11-30,"22,997,504",4,6,5
2011326,2011-11-29,"23,687,838",0,9,2
2011325,2011-11-28,"23,649,780",0,3,9
2011324,2011-11-27,"22,732,722",1,5,6
2011323,2011-11-26,"22,117,394",4,7,2
2011322,2011-11-25,"23,223,902",3,6,8
2011321,2011-11-24,"23,220,252",3,6,5
2011320,2011-11-23,"23,155,414",8,7,0
2011319,2011-11-22,"22,235,366",3,5,6
2011318,2011-11-21,"23,039,600",4,1,3
2011317,2011-11-20,"22,603,802",4,9,2
2011316,2011-11-19,"22,261,198",5,3,8
2011315,2011-11-18,"23,097,892",3,7,4
2011314,2011-11-17,"21,709,522",7,8,3
2011313,2011-11-16,"22,690,764",4,6,6
2011312,2011-11-15,"22,519,966",3,6,5
2011311,2011-11-14,"22,585,258",0,9,4
2011310,2011-11-13,"21,245,658",8,2,5
2011309,2011-11-12,"21,439,076",7,7,3
2011308,2011-11-11,"21,999,604",6,6,9
2011307,2011-11-10,"22,161,096",9,9,0
2011306,2011-11-09,"21,975,118",6,2,6
2011305,2011-11-08,"21,911,158",1,1,6
2011304,2011-11-07,"22,475,356",3,2,2
2011303,2011-11-06,"21,864,004",1,0,7
2011302,2011-11-05,"21,685,754",4,9,6
2011301,2011-11-04,"22,708,206",6,4,1
2011300,2011-11-03,"21,709,194",8,2,2
2011299,2011-11-02,"22,163,748",0,0,6
2011298,2011-11-01,"22,732,632",0,9,9
2011297,2011-10-31,"22,703,122",4,5,8
2011296,2011-10-30,"21,484,930",8,3,3
2011295,2011-10-29,"20,936,306",3,2,9
2011294,2011-10-28,"22,716,994",9,5,9
2011293,2011-10-27,"21,087,192",2,5,6
2011292,2011-10-26,"23,338,978",3,9,3
2011291,2011-10-25,"22,530,380",0,9,3
2011290,2011-10-24,"23,203,916",6,0,4
2011289,2011-10-23,"22,282,682",5,0,4
2011288,2011-10-22,"22,358,580",6,2,9
2011287,2011-10-21,"22,463,570",6,7,2
2011286,2011-10-20,"21,964,960",2,3,1
2011285,2011-10-19,"22,100,988",2,6,4
2011284,2011-10-18,"22,709,930",2,0,5
2011283,2011-10-17,"22,812,062",9,0,5
2011282,2011-10-16,"22,112,368",8,9,3
2011281,2011-10-15,"23,038,928",2,1,4
2011280,2011-10-14,"23,823,678",8,7,5
2011279,2011-10-13,"23,190,448",3,8,2
2011278,2011-10-12,"22,548,766",9,5,1
2011277,2011-10-11,"21,708,630",3,2,4
2011276,2011-10-10,"22,470,406",8,8,0
2011275,2011-10-09,"22,977,766",0,5,9
2011274,2011-10-08,"22,282,814",3,5,9
2011273,2011-10-07,"22,108,628",8,3,2
2011272,2011-10-06,"20,919,392",9,4,6
2011271,2011-10-05,"20,494,266",0,1,4
2011270,2011-10-04,0,1,5,5
2011269,2011-10-03,0,8,7,6
2011268,2011-10-02,0,3,7,8
2011267,2011-10-01,0,7,8,6
2011266,2011-09-30,0,4,9,8
2011265,2011-09-29,"23,646,318",4,9,8
2011264,2011-09-28,"24,354,510",3,7,9
2011263,2011-09-27,"23,699,118",5,0,3
2011262,2011-09-26,"23,744,854",9,2,5
2011261,2011-09-25,"22,627,314",5,8,7
2011260,2011-09-24,"21,614,604",6,5,3
2011259,2011-09-23,"23,191,548",8,6,7
2011258,2011-09-22,"22,096,666",3,7,0
2011257,2011-09-21,"23,225,390",1,6,1
2011256,2011-09-20,"22,557,842",9,8,5
2011255,2011-09-19,"22,262,528",5,4,6
2011254,2011-09-18,"21,427,204",8,5,3
2011253,2011-09-17,"20,581,556",6,1,0
2011252,2011-09-16,"22,160,166",4,3,2
2011251,2011-09-15,"21,048,904",4,3,1
2011250,2011-09-14,"21,301,946",3,4,3
2011249,2011-09-13,"20,584,972",7,5,6
2011248,2011-09-12,"19,983,580",4,4,2
2011247,2011-09-11,"20,544,108",4,3,0
2011246,2011-09-10,"21,196,146",0,1,4
2011245,2011-09-09,"23,203,920",3,1,0
2011244,2011-09-08,"23,065,580",9,6,2
2011243,2011-09-07,"22,722,780",7,2,1
2011242,2011-09-06,"22,288,906",9,6,7
2011241,2011-09-05,"22,042,798",6,4,8
2011240,2011-09-04,"20,876,202",0,8,6
2011239,2011-09-03,"21,196,148",8,8,2
2011238,2011-09-02,"22,163,424",0,1,3
2011237,2011-09-01,"21,290,218",3,7,2
2011236,2011-08-31,"23,188,356",7,3,7
2011235,2011-08-30,"22,591,020",3,0,4
2011234,2011-08-29,"22,511,450",0,9,3
2011233,2011-08-28,"21,189,594",5,6,1
2011232,2011-08-27,"20,709,854",9,2,3
2011231,2011-08-26,"21,717,504",8,5,3
2011230,2011-08-25,"20,715,768",8,7,4
2011229,2011-08-24,"20,952,654",1,0,5
2011228,2011-08-23,"21,703,484",3,2,4
2011227,2011-08-22,"22,191,220",8,2,1
2011226,2011-08-21,"20,626,786",6,3,2
2011225,2011-08-20,"20,942,136",8,8,6
2011224,2011-08-19,"21,900,480",4,7,8
2011223,2011-08-18,"22,180,874",6,7,7
2011222,2011-08-17,"22,094,830",4,3,5
2011221,2011-08-16,"21,680,000",3,6,9
2011220,2011-08-15,"21,492,984",6,0,4
2011219,2011-08-14,"19,721,258",5,4,7
2011218,2011-08-13,"19,632,822",9,0,5
2011217,2011-08-12,"21,354,714",6,0,7
2011216,2011-08-11,"21,038,436",5,0,6
2011215,2011-08-10,"20,714,946",7,9,7
2011214,2011-08-09,"20,910,016",2,5,4
2011213,2011-08-08,"20,795,248",8,0,6
2011212,2011-08-07,"20,908,618",3,3,1
2011211,2011-08-06,"20,804,922",3,2,6
2011210,2011-08-05,"22,539,850",9,7,6
2011209,2011-08-04,"22,081,840",2,8,1
2011208,2011-08-03,"21,873,800",6,1,5
2011207,2011-08-02,"21,313,478",6,4,8
2011206,2011-08-01,"20,637,806",8,5,2
2011205,2011-07-31,"19,871,766",6,7,5
2011204,2011-07-30,"19,886,272",5,8,7
2011203,2011-07-29,"20,469,008",5,8,3
2011202,2011-07-28,"20,561,064",6,3,3
2011201,2011-07-27,"20,680,600",6,7,9
2011200,2011-07-26,"19,807,828",7,6,9
2011199,2011-07-25,"20,042,936",0,0,4
2011198,2011-07-24,"20,104,160",6,6,8
2011197,2011-07-23,"20,672,550",3,1,8
2011196,2011-07-22,"21,846,520",7,0,8
2011195,2011-07-21,"21,492,860",8,6,1
2011194,2011-07-20,"21,407,344",8,8,9
2011193,2011-07-19,"22,009,446",7,0,0
2011192,2011-07-18,"22,713,282",8,1,2
2011191,2011-07-17,"21,005,394",4,1,9
2011190,2011-07-16,"20,222,644",1,2,5
2011189,2011-07-15,"22,499,918",0,0,3
2011188,2011-07-14,"22,870,284",7,6,8
2011187,2011-07-13,"22,207,806",8,1,2
2011186,2011-07-12,"23,159,470",7,7,5
2011185,2011-07-11,"22,194,954",4,5,7
2011184,2011-07-10,"21,911,866",0,3,9
2011183,2011-07-09,"21,760,774",7,9,3
2011182,2011-07-08,"22,101,522",2,6,2
2011181,2011-07-07,"21,601,326",5,9,9
2011180,2011-07-06,"20,706,124",5,5,3
2011179,2011-07-05,"21,259,430",1,2,3
2011178,2011-07-04,"24,330,590",1,9,0
2011177,2011-07-03,"22,950,512",8,4,3
2011176,2011-07-02,"21,847,750",5,7,2
2011175,2011-07-01,"24,029,316",9,0,9
2011174,2011-06-30,"24,343,790",3,1,0
2011173,2011-06-29,"24,311,044",9,1,7
2011172,2011-06-28,"24,001,130",2,6,6
2011171,2011-06-27,"24,554,724",9,9,1
2011170,2011-06-26,"28,013,886",3,5,3
2011169,2011-06-25,"28,260,620",5,2,0
2011168,2011-06-24,"29,869,774",2,9,7
2011167,2011-06-24,"30,524,654",4,6,2
2011166,2011-06-22,"29,685,066",8,2,6
2011165,2011-06-21,"30,007,194",5,7,8
2011164,2011-06-20,"30,395,844",6,8,9
